ref_name,building_i,res_sqft,gid,stories,address,gqcap,median_hgt,parcel_id,source,zipcode,nonres_sqf,housing_un,demolished,year_built,SHAPE__Len,build_type,apn,SHAPE__Are,city_id
,8206562,0,1079716,1.500000000000000,2731 MCDOUGALL ST,0,38,8382166,SANBORN,48207,9200,0,,0,362.079384498552599,13,"11002162.",6158.464168233892451,531
,8206719,0,1079721,2.000000000000000,2733 GRATIOT AVE,0,39,8056130,SANBORN,48207,4876,0,,1882,230.774088835944212,23,"11001331.",2921.760300416434347,535
,8214335,0,1079840,3.000000000000000,1320 GLOVER ST,0,40,8381745,SANBORN,48214,16032,0,,1912,294.762186826207824,21,21044254-8,5313.216888112595370,519
,8218165,0,1079901,1.000000000000000,14214 E JEFFERSON AVE,0,10,8387715,SANBORN,48215,3553,0,,1942,294.726443932844518,21,21000354-5,4209.712586800173995,519
,8231532,0,1080136,1.000000000000000,9900 GRATIOT AVE,0,25,8385242,SANBORN,48213,1932,0,,1929,190.317475664105842,21,"19005813.",1840.133046668871202,501
,8244666,0,1080358,1.000000000000000,20045 JAMES COUZENS FWY,0,16,8281861,SANBORN,48235,4000,0,,1967,257.012286836911073,13,22019500-4,3921.983038014687281,524
,8252722,0,1080491,1.000000000000000,14807 W MCNICHOLS RD,0,13,8277928,SANBORN,48235,2692,0,,1949,265.704672919746599,51,22012896-8,3079.569373833192003,509
,8253126,0,1080494,1.000000000000000,19377 JAMES COUZENS FWY,0,11,8281900,SANBORN,48235,1997,0,,1958,181.074093145049801,51,22019578-80,2016.290394372455467,524
,8261409,0,1080643,1.000000000000000,14927 WYOMING ST,0,17,8141954,SANBORN,48238,13900,0,,1941,518.354299293399777,21,16038480-92,13851.457898363712957,525
,8263268,0,1080677,1.000000000000000,15787 WYOMING ST,0,16,8141931,SEMCOG,48238,3874,0,,1950,284.366085345420288,13,16038397-402,4726.355289773079676,525
,8277722,0,1080931,4.000000000000000,17425 2ND AVE,0,41,8010258,SANBORN,48203,47900,0,,0,551.456672900109083,11,02002682-3,11967.994968463895930,540
,8280334,0,1080985,1.000000000000000,2123 W 8 MILE RD,0,14,8386258,SANBORN,48203,2900,0,,0,229.985559425158868,23,01008226-31,2901.019600219755830,549
,8288915,0,1081136,1.000000000000000,312 E 8 MILE RD,0,14,8035414,SANBORN,48203,6792,0,,1948,352.108419369200533,21,09008280-5,6632.218761732662642,539
,8303113,0,1081352,1.000000000000000,17144 MOUNT ELLIOTT ST,0,14,8110010,SANBORN,48212,26600,0,,1942,784.793609841983539,31,15014248-55,26593.378518776135024,523
DETROIT PUBLIC SCHOOLS,8310757,0,1081477,1.000000000000000,19955 FENELON ST,0,13,8074985,SANBORN,48234,96304,0,,0,1681.621409361761607,11,13009000-3,97292.669636860111495,542
,8322588,0,1081679,1.000000000000000,18510 MEYERS RD,0,12,8148851,SANBORN,48235,2548,0,,1962,236.605328504477029,51,16046245-8,3177.421905085129765,502
,8322842,0,1081684,1.000000000000000,18462 WYOMING ST,0,13,8141611,SANBORN,48221,4458,0,,1952,275.879114748034226,21,16037747-50,4318.845991476705422,502
,8339711,0,1081959,1.000000000000000,11866 GRATIOT AVE,0,13,8227394,SANBORN,48213,4100,0,,1918,308.464372187447964,33,"21028785.",4093.084058282699971,514
,8350898,0,1082126,1.000000000000000,8146 E 8 MILE RD,0,13,8163044,SANBORN,48234,1008,0,,1967,214.996707321900089,21,17016548-9,1802.638842496435018,523
,8351414,0,1082131,1.000000000000000,11000 E 8 MILE RD,0,31,8154059,SANBORN,48234,11200,0,,1900,493.495606815139581,41,"17005737.",11154.172586709757525,523
,8354677,0,1082187,1.000000000000000,13344 GRATIOT AVE,0,14,8227344,SANBORN,48205,3335,0,,1955,286.801950167578525,21,21028655-6,4274.482420812063538,506
,8359432,0,1082255,1.000000000000000,13450 E 8 MILE RD,0,11,8227175,SANBORN,48205,1240,0,,1958,154.488608322331061,65,21028277-9,1013.233900634467886,537
,8406468,0,1082924,1.000000000000000,10652 GRATIOT AVE,0,22,8180525,SANBORN,48213,10878,0,,2002,502.450966782612454,21,"19001582.001",12245.209807450864901,501
,8415164,0,1083064,1.000000000000000,11280 GRATIOT AVE,0,15,8227397,SANBORN,48213,3095,0,,1983,234.275830762950278,21,21028794-7,3222.379394474066885,514
,8416390,0,1083078,1.000000000000000,10570 GRATIOT AVE,0,18,8180531,SANBORN,48213,33600,0,,1946,1034.578657958885969,33,"19001585.",33569.649953058586107,501
,8416467,0,1083080,1.000000000000000,10101-10107 W 7 MILE RD,0,14,8116937,SANBORN,48221,2900,0,,1950,234.971702260937121,21,16008652-4,2914.243406997230522,502
,8419085,0,1083119,3.000000000000000,7040 W FORT ST,0,39,8163534,SANBORN,48209,30100,0,,1927,404.633642884240658,21,18000451-2,10035.635907985357335,553
,8423007,0,1083168,2.000000000000000,7201 W FORT ST,0,33,8163516,SANBORN,48209,166300,0,,1929,2286.086509431223021,33,"18000423.",83125.771863654837944,553
,8423331,0,1083175,2.000000000000000,4735 W FORT ST,0,33,8110275,SANBORN,48209,26600,0,,1965,678.636333773479009,13,16000235-6,27864.515960511089361,553
,8423371,0,1083177,1.000000000000000,4100 W FORT ST,0,22,8087786,SANBORN,48209,4700,0,,1985,280.253549600194049,21,14000053-9,4780.459732318769966,553
,8423423,0,1083178,2.000000000000000,203 S CRAWFORD ST,0,53,8169256,SANBORN,48209,751726,0,,1965,2465.330672841903834,31,18007357-87,356945.066582482133526,553
,8423559,0,1083180,6.000000000000000,500 E LAFAYETTE BLVD,0,121,8013633,SANBORN,48226,420100,0,,1996,1401.541380187447658,23,03000100-63,69927.175553028195282,508
,8900005,0,1083189,2.000000000000000,3458 BAGLEY ST,0,25,8058129,SANBORN,48216,5838,0,,1910,250.339402685843254,21,"12000246.",2555.986057183919911,526
,8900051,0,1083190,1.000000000000000,1616 HOWARD ST,0,18,8022940,SANBORN,48216,15400,0,,1966,701.881088754382972,33,08000140-9,15363.562510602450857,515
,8900057,0,1083191,2.000000000000000,1616 W FORT ST,0,17,8022911,SANBORN,48216,6100,0,,1948,218.756051387847094,65,"08000053.",3047.014520407512919,515
,8900091,0,1083192,2.000000000000000,3120 GRATIOT AVE,0,43,8069749,SANBORN,48207,2600,0,,1930,148.714412632836371,23,"13001821.",1230.362200849401688,531
,8900101,0,1083193,2.000000000000000,1428 GRATIOT AVE,0,24,8385462,SANBORN,48207,1132,0,,1932,145.954035229640283,21,07000780-1,1103.705120198434770,531
,8900110,0,1083194,2.000000000000000,1486 GRATIOT AVE,0,24,8022286,SANBORN,48207,493,0,,1925,97.161859341978442,21,"07000773.",540.720929638039820,531
,8900115,0,1083195,2.000000000000000,1000 MAPLE ST,0,29,8017313,SANBORN,48207,125700,0,,1937,1273.331850366769231,31,05000293-617,62898.259690102713648,531
,8900168,0,1083196,3.000000000000000,333 MOUNT ELLIOTT ST,0,28,8382861,SANBORN,48207,13400,0,,0,285.569277583604730,14,"13000113.001",4450.593144099482743,538
,8900191,0,1083197,1.000000000000000,249 CHENE ST,0,12,8032879,SANBORN,48207,3810,0,,1936,244.699886099268213,31,"09003955.",3737.767685696829631,538
,8900203,0,1083198,1.000000000000000,3250 FRANKLIN ST,0,17,8068198,SANBORN,48207,5700,0,,1945,307.127704958117477,23,13000053-60,5736.322450481706255,538
,8900223,0,1083199,1.000000000000000,6465 E JEFFERSON AVE,0,16,8098888,SANBORN,48207,5094,0,,1979,312.396843942520150,21,15000034-5,5308.461522787629292,507
,8900228,0,1083200,2.000000000000000,1050 MOUNT ELLIOTT ST,0,29,8109737,SANBORN,48207,18155,0,,1929,458.629879159635436,31,"15013891.",10190.519518414037520,507
,8900279,0,1083201,1.000000000000000,1444 W FORT ST,0,16,8019101,SANBORN,48216,3930,0,,1976,269.479267431672099,21,06000014-5,4106.371842514517994,508
,8900390,0,1083204,3.000000000000000,626 WOODBRIDGE ST,0,80,8013601,SANBORN,48226,15189,0,,1902,384.702972439141035,61,03000013-28,8804.786463446191192,508
DETROIT MEDICAL CENTER,8900533,0,1083210,9.000000000000000,261 MACK AVE,0,55,8002656,SANBORN,48201,161000,0,,1958,796.848337230853417,52,01003877-83,29969.655841348139802,532
,8900653,0,1083212,5.000000000000000,7740 GRATIOT AVE,0,58,8149853,SANBORN,48213,13101,0,,1912,131.520737507263817,21,"17000644.",902.891448331507718,530
,8900658,0,1083213,2.000000000000000,9200 GRATIOT AVE,0,15,8383620,SANBORN,48213,9400,0,,1928,280.812767314691939,23,19001654-6B,4540.827783676400941,530
,8900692,0,1083215,1.000000000000000,1620 E GRAND BLVD,0,22,8384906,SANBORN,48211,23371,0,,1959,681.703830619605583,33,15014115-6,23896.581930419069977,530
,8900729,0,1083217,1.000000000000000,7737 KERCHEVAL ST,0,15,8149443,SANBORN,48214,24900,0,,0,870.955576915786196,61,17000166-70,24860.924989268380159,507
,8901046,0,1083223,1.000000000000000,13327-13331 HARPER AVE,0,14,8205516,SANBORN,48213,3600,0,,1947,261.401107781265353,21,21004328-9,3679.477258010071637,514
,8901314,0,1083226,2.000000000000000,6060 RIVARD ST,0,30,8017864,SANBORN,48211,65000,0,,1925,748.356723831407066,33,"05003337.",32523.320652424288710,551
,8901722,0,1083236,1.000000000000000,5802 E 8 MILE RD,0,21,8075028,SANBORN,48234,17065,0,,1956,555.098121525485681,21,"13009086.",16926.047769857694220,542
,8902264,0,1083257,1.000000000000000,6513 WOODWARD AVE,0,26,8009575,SANBORN,48202,8281,0,,1942,417.551824268634618,21,"02001746.",8480.103339890707502,536
,8902335,0,1083260,1.000000000000000,226 E MILWAUKEE ST,0,19,8000878,SANBORN,48202,2400,0,,1986,219.196471309869452,31,"01001877.",2343.068765187877489,536
,8902453,0,1083264,2.000000000000000,7060 W FORT ST,0,39,8163534,SANBORN,48209,7000,0,,1927,237.200348832019273,21,18000451-2,3514.641914462648401,553
,8902641,0,1083268,1.000000000000000,18014 JAMES COUZENS FWY,0,14,8281734,SANBORN,48235,962,0,,1952,140.105087401811261,23,"22019112.",1002.907554908859765,502
,8902823,0,1083274,1.000000000000000,17190 WYOMING ST,0,13,8141572,SANBORN,48221,2400,0,,1950,206.912599876865727,23,16037611-12,2558.723015899156962,502
,8902912,0,1083277,1.000000000000000,15251 W 8 MILE RD,0,12,8281563,SANBORN,48235,4231,0,,1956,283.267240712251805,13,22018713-5,4561.999251531488881,541
,8903267,0,1083281,1.000000000000000,7105 W VERNOR HWY,0,22,8164337,SANBORN,48209,2000,0,,1947,216.623373447574465,21,"18001356.",2185.333696561490342,547
,8903589,0,1083286,1.000000000000000,18935 GREENFIELD RD,0,13,8309214,SANBORN,48235,4129,0,,1964,319.864227416475046,23,22050584-9,4409.451677254049173,524
,8903677,0,1083288,1.000000000000000,9689 GRAND RIVER AVE,0,18,8114190,SANBORN,48204,5400,0,,1948,326.782156492245804,21,"16004942.",5427.676803417843075,554
,8903884,0,1083295,1.000000000000000,16800 SCHAEFER HWY,0,18,8291331,SANBORN,48235,11200,0,,1997,433.879174477750439,21,"22030050.001",11207.118765596906087,525
,8904597,0,1083309,1.000000000000000,15321 W MCNICHOLS RD,0,13,8382699,SANBORN,48235,1900,0,,1949,220.203937284098373,21,22012951-2,1854.812404524114527,509
,8904670,0,1083312,1.000000000000000,15140 GRAND RIVER AVE,0,13,8275127,SANBORN,48227,1389,0,,1962,195.419383647094605,23,"22008296.",1251.246931747335793,509
,8904833,0,1083316,1.000000000000000,4835 MICHIGAN AVE,0,18,8111462,SANBORN,48210,3232,0,,1925,220.176077320632231,23,"16001631.",3123.486948650980139,513
,8906190,0,1083326,1.000000000000000,11761 GRAND RIVER AVE,0,21,8168819,SANBORN,48204,1545,0,,1945,227.415624926423732,21,"18006776.",1613.159685032911511,533
,8906243,3100,1083328,2.000000000000000,7438-7446 MICHIGAN AVE,0,23,8165272,SANBORN,48210,3100,1,,1965,304.540366487085521,21,"18002388.",4648.975381322290559,510
,8906405,0,1083332,1.000000000000000,7421 W CHICAGO,0,14,8114098,SANBORN,48204,1800,0,,1940,170.700014399586252,21,"16004779.",1812.596274136992406,550
,8906620,14688,1083338,4.000000000000000,1261 WOODWARD AVE,0,50,8383705,SANBORN,48226,17652,20,,1942,313.691351176476246,21,"02001873.003",5711.432321267419866,508
,8906641,0,1083340,1.000000000000000,13911 HARPER AVE,0,14,8205521,SANBORN,48213,3200,0,,1955,235.209006667094457,51,21004336-7,3031.076790544206233,514
,8906649,0,1083341,1.000000000000000,1543 ALFRED ST,0,16,8387602,SANBORN,48207,9388,0,,1952,389.452937006268542,33,07000885-90,9078.064837436966627,535
DETROIT PUBLIC SCHOOLS,8915530,0,1083358,1.000000000000000,3200 E LAFAYETTE ST,0,31,8068612,SANBORN,48207,245413,0,,2011,3560.015842918070575,11,13000172-420,157363.347549660335062,531
,8915623,0,1083359,1.000000000000000,8018 CONANT ST,0,19,8087576,SANBORN,48211,4700,0,,2015,332.386933924076914,21,13024863-70,4669.797791331693588,501
,8022597,0,1083414,4.000000000000000,2280 W JEFFERSON AVE,0,45,8048193,SANBORN,48216,25100,0,,1917,341.154609297574666,23,"10000016.",6267.536844650077910,515
,8139306,0,1083447,1.000000000000000,3402 BRUSH ST,0,13,8385935,SANBORN,48201,1700,0,,1910,164.795006091715379,21,01003829.002L,1696.616706891399872,532
,8006772,0,1083498,1.000000000000000,20315-20325 W 8 MILE RD,0,12,8281649,SANBORN,48219,5280,0,,1959,296.022778304018630,21,22019020-1,5418.252342926561141,520
,8205615,0,1083548,1.000000000000000,6478 E JEFFERSON AVE,0,13,8384965,SANBORN,48207,15300,0,,1962,494.324311121582355,31,"15000009.",15267.894204538408303,538
,8008100,0,1083702,1.000000000000000,20500 GREENFIELD RD,0,14,8309162,SANBORN,48235,1400,0,,1999,166.566087086545792,21,"22050451.",1411.292859523219022,541
,8008951,0,1083713,1.000000000000000,13401 W 8 MILE RD,0,21,8281494,SANBORN,48235,4895,0,,1954,294.642588737889810,13,"22018578.",5165.441892536562591,541
,8009185,0,1083720,1.000000000000000,7765 W 8 MILE RD,0,12,8117432,SANBORN,48221,1824,0,,1970,275.326321011778191,23,16009357-8,2911.011809462855126,541
,8009199,0,1083721,1.000000000000000,7745 W 8 MILE RD,0,14,8117431,SANBORN,48221,2400,0,,1950,208.933957824246107,21,16009355-6,2438.483196513268012,541
,8009207,0,1083722,1.000000000000000,7701 W 8 MILE RD,0,19,8117428,SANBORN,48221,6000,0,,1965,320.921075770595394,21,16009350-2,6040.926742817026934,541
,8010915,0,1083758,1.000000000000000,763 S OAKWOOD,0,18,8201880,SANBORN,48217,3654,0,,1974,297.188896568832092,31,"20016077.",4187.196053756691072,503
,8011150,0,1083760,1.000000000000000,741 S OAKWOOD,0,11,8201879,SANBORN,48217,1180,0,,1951,142.709216005494739,23,"20016076.",1254.172837616508559,503
,8019202,0,1083892,1.000000000000000,2001 WATERMAN ST,0,12,8164301,SANBORN,48209,6600,0,,1949,361.618937755209288,31,"18001279.",6650.088692307593192,547
,8022184,0,1083953,1.000000000000000,4824 W VERNOR HWY,0,15,8110682,SANBORN,48209,4189,0,,1909,276.912669401161963,31,"16000775.",3186.808567351509282,552
,8022369,0,1083955,1.000000000000000,2660 W FORT ST,0,20,8048211,SANBORN,48216,25721,0,,1948,656.505238547351041,23,"10000050.001",25582.371776101190335,526
,8022407,0,1083956,2.000000000000000,330 W GRAND BLVD,0,38,8065256,SANBORN,48216,23692,0,,0,572.586160296724870,13,12009723-4,15202.181896362057159,526
,8022852,0,1083963,2.000000000000000,4242 W VERNOR HWY,0,23,8087924,SANBORN,48209,7988,0,,1900,300.077589934006483,65,14000362-4,5528.080633044946808,552
,8022967,0,1083965,1.000000000000000,2121 W FORT ST,0,18,8048196,SANBORN,48216,127232,0,,1951,1133.067215312827102,23,"10000022.",73963.524030806744122,515
,8022978,0,1083967,1.000000000000000,2200 W FORT ST,0,13,8048220,SANBORN,48216,3811,0,,1967,316.826944209818805,23,"10000059.",3937.880833232152781,515
,8024064,0,1083987,1.000000000000000,2423 MCKINSTRY ST,0,14,8117526,SANBORN,48209,3186,0,,1925,425.154519094619673,21,"16009541.",5191.081460843478453,552
,8025213,0,1084005,3.000000000000000,1221 ROSA PARKS BLVD,0,26,8029089,SANBORN,48216,160100,0,,1954,969.582166571200219,33,08008273-4,53357.173139759470359,515
,8026797,0,1084036,5.000000000000000,801 W FORT ST,0,94,8019098,SANBORN,48226,78200,0,,1978,609.679105771585569,14,"06000010.",15639.571046921610105,508
,8029218,0,1084075,1.000000000000000,8001 MICHIGAN AVE,0,15,8192210,SANBORN,48210,9900,0,,1948,559.879006368823298,21,20004506-8,9869.872943877831858,510
,8029377,0,1084080,1.000000000000000,6535 MICHIGAN AVE,0,14,8165203,SANBORN,48210,1830,0,,1926,184.135629929309260,21,"18002303.",1853.499316706966738,510
,8029543,0,1084085,2.000000000000000,6708-6710 MICHIGAN AVE,0,26,8165311,SANBORN,48210,4300,0,,1915,195.602188778380707,21,18002441.002L,1917.861961998229617,510
,8029544,0,1084086,1.000000000000000,3833 MICHIGAN AVE,0,12,8088102,SANBORN,48216,2434,0,,1952,211.088439171456770,23,14000660-1,2655.171587926509346,552
,8107402,0,1085314,2.000000000000000,19250 PLYMOUTH RD,0,22,8273935,SANBORN,48228,361900,0,,1940,2619.431987418282006,31,22005684-5,180939.570203892129939,512
,8112656,0,1085401,1.000000000000000,15065 GRAND RIVER AVE,0,18,8274614,SANBORN,48227,3667,0,,1945,381.230461206132929,13,22007058-62,4323.398884202282716,509
,8115034,0,1085437,1.000000000000000,15036-15040 GRAND RIVER AVE,0,11,8275134,SANBORN,48227,2100,0,,1925,197.833542269028072,21,"22008306.",2115.946507563154228,509
,8116729,0,1085466,1.000000000000000,13427 SCHAEFER HWY,0,18,8291867,SANBORN,48227,14762,0,,2006,595.225405087192144,21,22030913-7,13956.657602054787276,533
,8117082,0,1085472,2.000000000000000,14277 MEYERS RD,0,20,8282389,SANBORN,48227,33900,0,,1972,523.871475853839115,31,22020459-62,16953.326869174572494,533
,8118449,0,1085497,1.000000000000000,14290 SCHAEFER HWY,0,30,8291245,SANBORN,48227,37100,0,,1964,1045.330997505325058,33,"22029853.001",37125.658850399297080,533
,8124182,0,1085614,1.000000000000000,14500 LIVERNOIS AVE,0,19,8385170,SANBORN,48238,89700,0,,1961,1385.680071729357905,21,12013095.00A,89737.901263995241607,534
,8125821,0,1085651,1.000000000000000,2801 14TH ST,0,17,8385829,SANBORN,48216,4000,0,,1987,317.032440120545402,21,10005282-3,3975.909258728239820,529
,8126326,0,1085656,8.000000000000000,400 MONROE ST,0,136,8000038,SANBORN,48226,317745,0,,1891,891.611354393855095,23,01000159-60,39133.235004957859928,508
,8126784,2000,1085661,2.000000000000000,2638-2644 HARRISON ST,0,25,8028100,SANBORN,48216,2000,2,,1917,198.828664380065504,65,"08006669.",2001.285269997623345,529
,8127485,0,1085673,13.000000000000000,33 JOHN R ST,0,147,8002819,SANBORN,48226,122745,0,,1925,446.114536806241858,23,01004065-7,8772.350934910202341,508
,8128118,0,1085682,2.000000000000000,2640 TRUMBULL ST,0,27,8021947,SANBORN,48216,4900,0,,0,204.768335073384065,23,"06005873.",2429.992323502008276,529
,8128989,0,1085696,2.000000000000000,2801 TRUMBULL ST,0,25,8027530,SANBORN,48216,8100,0,,1957,264.423349684772006,13,"08005942.",3862.089740981565228,529
,8131253,0,1085732,2.000000000000000,2720 GRAND RIVER AVE,0,18,8015148,SANBORN,48201,11940,0,,1959,590.001200537886803,63,04000524-6,7381.375311884304210,532
,8132302,0,1085751,1.000000000000000,1811 MYRTLE ST,0,15,8028167,SANBORN,48208,2155,0,,1972,200.204463818337473,13,"08006771.",2134.252552499896865,529
,8135035,0,1085796,1.000000000000000,456 CHARLOTTE,0,12,8385079,SANBORN,48201,14364,0,,1955,573.337704583973505,21,02000675-7,11971.321116994664408,532
,8135109,0,1085797,1.000000000000000,6461 W WARREN AVE,0,17,8166228,SANBORN,48210,19500,0,,1962,583.991267620383383,21,"18003471.001",19472.147313963032502,510
,8135637,0,1085806,3.000000000000000,1512 W GRAND BLVD,0,35,8094333,SANBORN,48208,30600,0,,0,454.084294164593473,13,"14007999.",10212.707332935498926,513
,8135683,2456,1085808,2.000000000000000,3879-3883 W WARREN AVE,0,25,8088411,SANBORN,48208,2456,3,,1911,213.260102721103380,21,"14001115.",2790.778005111565108,513
,8135712,0,1085809,2.000000000000000,2959 WOODWARD AVE,0,34,8009639,SANBORN,48201,16603,0,,1910,548.044353930854300,33,"02001830.",16191.243764628154167,532
,8136550,0,1085817,1.000000000000000,2348 RUSSELL ST,0,37,8022795,SANBORN,48207,8022,0,,1929,385.939008053634950,33,07002452.002L,7873.652241089204836,535
,8137659,0,1085831,2.000000000000000,80 E WILLIS ST,0,25,8000471,SANBORN,48201,2950,0,,1916,245.290781716107603,21,"01001046.",2884.525157626704186,532
,8139277,0,1085866,1.000000000000000,6200 W WARREN AVE,0,17,8111655,SANBORN,48210,13300,0,,1931,523.050169282277238,41,"16001887.",13331.825230046293655,550
,8139933,0,1085886,1.000000000000000,5144 LAWTON ST,0,18,8055270,SANBORN,48208,21400,0,,1958,653.345084365952403,31,10008606-9,21378.898446595503628,529
DETROIT PUBLIC SCHOOLS,8142799,0,1085928,3.000000000000000,571 MACK AVE,0,42,8013667,SANBORN,48201,95691,0,,1935,774.764149219312458,11,03000846-99,36058.511165350457304,532
,8143857,0,1085944,1.000000000000000,5296 TIREMAN ST,0,19,8111797,SANBORN,48204,11900,0,,0,490.513676504037107,13,16002153-68,11853.003195105347913,550
WAYNE STATE UNIVERSITY,8144953,0,1085971,4.000000000000000,4756 CASS AVE,0,50,8009830,SANBORN,48201,32043,0,,1900,490.159723237824267,11,"02002121.",7463.924096509652372,532
,8145206,0,1085976,2.000000000000000,2211 W EDSEL FORD FWY,0,16,8052856,SANBORN,48208,61289,0,,1951,915.965549615242480,33,"10005159.",46111.553536515057203,529
WAYNE STATE UNIVERSITY,8150175,0,1086049,1.000000000000000,918 LUDINGTON MALL,0,30,8017009,SANBORN,48202,1000,0,,1900,454.130752653608624,11,"04003474.",8383.901158293636399,532
,8152158,0,1086098,3.000000000000000,4800 WOODWARD AVE,0,39,8003169,SANBORN,48201,90300,0,,1907,1143.434678199372911,13,01004226-9,30087.472425875406771,532
,8152666,1075,1086103,2.000000000000000,3619-3623 CHENE ST,0,26,8032788,SANBORN,48207,1407,2,,1917,185.780697265733409,21,"09003865.",1704.380016089893388,535
,8155772,0,1086164,2.000000000000000,2463 FERRY PARK ST,0,22,8048953,SANBORN,48208,2800,0,,1910,162.691610637993563,21,"10000944.",1377.321318225969890,544
,8157056,0,1086183,4.000000000000000,5310 SAINT ANTOINE ST,0,29,8013690,SANBORN,48202,1000,0,,1954,754.699718945456311,11,"03001490.",21762.359221398997761,532
,8166887,0,1086359,1.000000000000000,5001 CHENE ST,0,15,8032719,SANBORN,48211,1700,0,,1925,178.345854600249623,21,"09003776.",1663.657403675918431,535
,8167058,0,1086363,1.000000000000000,7720 W CHICAGO,0,14,8114109,SANBORN,48204,13800,0,,1943,572.035702523708437,33,"16004797.",13784.267239263645024,550
,8167580,0,1086376,1.000000000000000,5430 RUSSELL ST,0,21,8022822,SANBORN,48211,19398,0,,1972,876.335345671673963,31,07002576-84,19373.760397022531833,551
,8170569,0,1086429,1.000000000000000,6367 WOODWARD AVE,0,11,8009578,SANBORN,48202,4243,0,,1994,338.016101304285030,41,"02001750.",4464.197723508294075,536
,8171242,0,1086445,1.000000000000000,632 HARPER AVE,0,23,8013793,SANBORN,48202,16765,0,,1910,551.156317574043896,33,03001708-9,17405.478770447123679,536
,8172295,0,1086467,1.000000000000000,5700 RUSSELL ST,0,43,8387111,SANBORN,48211,34500,0,,0,1329.256200581080520,41,"07002586.",34476.324783290190680,551
,8172485,0,1086470,1.000000000000000,8719 LINWOOD ST,0,14,8054718,SANBORN,48206,2200,0,,1922,193.007393973814118,23,"10007688.",2183.059763598693735,544
,8172967,0,1086482,1.000000000000000,60 E MILWAUKEE ST,0,17,8000883,SANBORN,48202,21181,0,,1960,634.207605533734181,42,"01001887.",23623.791540190719388,536
,8173460,0,1086496,1.000000000000000,1550 HARPER AVE,0,11,8022521,SANBORN,48211,1400,0,,0,151.312309869175380,41,07001823-5,1374.979938492863084,551
,8174864,0,1086518,1.000000000000000,900 PALLISTER ST,0,12,8015598,SANBORN,48202,7296,0,,1963,428.940870988502013,23,"04001717.",7360.714701747111576,536
,8175446,0,1086526,1.000000000000000,3003 E GRAND BLVD,0,12,8000913,SANBORN,48202,2600,0,,1953,209.235353212279875,31,"01001928.",2555.689056030889788,536
,8176845,0,1086552,1.000000000000000,1979 MEDBURY ST,0,12,8381838,SANBORN,48211,1800,0,,0,222.503169500124358,31,"09002831.",1773.515489267089606,535
,8179074,0,1086587,1.000000000000000,2876 E GRAND BLVD,0,21,8013861,SANBORN,48202,8500,0,,1905,464.745520651856395,13,03001815-9,8544.004135279103139,536
,8179100,0,1086588,1.000000000000000,9710-9726 DEXTER AVE,0,26,8388299,SANBORN,48206,8565,0,,1983,373.380708805783854,21,"12010475.",8613.832874360192363,518
,8179446,0,1086596,2.000000000000000,8045 2ND AVE,0,25,8015644,SANBORN,48202,29741,0,,1961,620.207318604047714,23,04001819-20,17762.360818278928491,536
,8184449,0,1086675,1.000000000000000,12151 GRAND RIVER AVE,0,14,8168853,SANBORN,48204,8800,0,,1933,440.167191608972871,21,"18006820.",8777.842559619146414,533
,8187510,0,1086732,1.000000000000000,7401 SAINT AUBIN ST,0,11,8033412,SANBORN,48211,2500,0,,0,201.317762604483590,33,09004756-64,2493.737770206443201,551
,8189608,0,1086768,1.000000000000000,1600 CLAY ST,0,70,8022834,SANBORN,48211,168500,0,,1946,3130.477167348148214,33,07002605-6,168567.166688678873470,551
,8192824,0,1086813,2.000000000000000,13020 GRAND RIVER AVE,0,16,8275205,SANBORN,48227,12100,0,,1966,311.534994930121400,21,22008429-34,6055.055484944303316,533
,8202222,0,1086978,1.000000000000000,9550 OAKLAND ST,0,18,8018470,SANBORN,48211,1300,0,,0,152.182448725111044,13,"05004755.",1251.388538200687435,536
,8203691,0,1087004,1.000000000000000,12352 WOODROW WILSON ST,0,15,8022125,SANBORN,48206,5700,0,,1920,343.300969432539603,21,06006183-6,5748.572982272700756,518
,8204828,0,1087035,1.000000000000000,13300 14TH ST,0,11,8026255,SANBORN,48238,2500,0,,1923,274.114247788739306,21,08004423-4,2506.705441339702247,518
,8205140,0,1087044,1.000000000000000,1900 E WOODBRIDGE ST,0,17,8031306,SANBORN,48207,45806,0,,1946,953.126440517443825,33,09000067-9,44390.438668745395262,538
,8205603,0,1087058,1.000000000000000,6361 E JEFFERSON AVE,0,11,8387472,SANBORN,48207,2000,0,,0,201.760772995909633,21,"15000029.001",2002.004492802388313,507
,8205782,0,1087062,2.000000000000000,130 E GRAND BLVD,0,24,8104795,SANBORN,48207,19218,0,,1966,679.507396408991440,23,15007513-5,10076.714755566663371,507
DETROIT PUBLIC SCHOOLS,8205847,0,1087064,3.000000000000000,2251 ANTIETAM AVE,0,37,8031351,SANBORN,48207,151734,0,,0,1676.223964228712248,11,09001020-123,50578.095008624048205,531
,8205997,0,1087066,2.000000000000000,6911 E LAFAYETTE ST,0,14,8099153,SANBORN,48207,31945,0,,1916,788.345399696035429,31,15000142-3,23471.119684942495951,507
,8206031,0,1087067,2.000000000000000,229 E GRAND BLVD,0,38,8105355,SANBORN,48207,14100,0,,0,431.497578436000651,13,"15008108.",7041.121313091584852,507
,8206054,0,1087068,1.000000000000000,7200 E JEFFERSON AVE,0,37,8098862,SANBORN,48207,4900,0,,1926,292.672331350536467,41,"15000001.",4914.011650318439024,555
