ref_name,building_i,res_sqft,gid,stories,address,gqcap,median_hgt,parcel_id,source,zipcode,nonres_sqf,housing_un,demolished,year_built,SHAPE__Len,build_type,apn,SHAPE__Are,city_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
,1234434,0,297359,2.000000000000000,"131 E CADY ST",0,19.000000000000000,1197016,SEMCOG,48167,7760,0,,1963,282.518593054277744,21,"48 004 02 0048 000",4422.111998434066663,1130,42.430536,-83.481729,1,rooftop,131,"E Cady St",,,Northville,MI,"Wayne County",48167,US,Semcog
,1235596,0,297389,4.000000000000000,"38705 7 MILE RD",0,50.000000000000000,1192063,SANBORN,48152,124880,0,,1987,933.650979462404848,23,"46 189 99 0035 000",30718.398917947142763,1120,42.423784,-83.429283,1,rooftop,38705,"7 Mile Rd",,,Livonia,MI,"Wayne County",48152,US,Semcog
,1281326,0,298304,1.000000000000000,"8000 RONDA DR",0,17.000000000000000,1315994,SANBORN,48187,47430,0,,1985,1234.424510230526039,31,"71 005 02 0016 000",51250.063009886434884,1020,42.345026,-83.451495,1,rooftop,8000,"Ronda Dr",,,Canton,MI,"Wayne County",48187,US,Semcog
,1281965,0,298320,1.000000000000000,"8703 N HAGGERTY RD",0,14.000000000000000,1315618,SANBORN,48187,1100,0,,1994,136.851378217754387,21,"71 002 99 0002 707",1070.622827842877996,1020,42.350653,-83.445159,1,rooftop,8703,"N Haggerty Rd N",,,Canton,MI,"Wayne County",48187,US,Semcog
,1345462,0,299388,1.000000000000000,"41001 PLYMOUTH RD",0,19.000000000000000,1371043,SANBORN,48170,33500,0,,1967,840.771674931506482,21,"78 027 99 0035 700",33520.184022019086115,1145,42.373331,-83.441471,1,rooftop,41001,"Plymouth Rd",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1347135,0,299418,1.000000000000000,"36780 AMRHEIN RD",0,21.000000000000000,1181570,SANBORN,48150,7100,0,,1952,384.785413856810521,31,"46 114 99 0029 000",7052.850671732593582,1120,42.375567,-83.405478,1,rooftop,36780,"Amrhein Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1347815,0,299429,2.000000000000000,"12841 STARK RD",0,24.000000000000000,1181122,SANBORN,48150,163300,0,,1978,1277.374643335608653,31,"46 109 03 0806 001",81668.222485238366062,1120,42.378035,-83.380646,1,rooftop,12841,"Stark Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348476,0,299443,1.000000000000000,"37699-37709 SCHOOLCRAFT RD",0,19.000000000000000,1181663,SANBORN,48150,12500,0,,1985,461.547243247333768,33,"46 117 01 0022 001",12498.520197132405883,1120,42.380682,-83.415521,0.9,nearest_rooftop_match,37699,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348524,0,299444,1.000000000000000,"37473 SCHOOLCRAFT RD",0,19.000000000000000,1181665,SANBORN,48150,39400,0,,1979,1056.901835842785204,33,"46 117 01 0025 003",39366.936954054464877,1120,42.380325,-83.413754,1,rooftop,37473,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348570,0,299447,2.000000000000000,"36667 SCHOOLCRAFT RD",0,24.000000000000000,1181543,SANBORN,48150,519800,0,,1965,2497.962368602088645,23,"46 114 99 0002 001",259880.051992970344145,1120,42.380325,-83.405026,1,rooftop,36667,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1349668,0,299467,1.000000000000000,"30411 SCHOOLCRAFT RD",0,22.000000000000000,1180752,SANBORN,48150,28480,0,,1974,792.285166204929169,23,"46 102 99 0016 000",28854.393028419741313,1120,42.382094,-83.343729,1,rooftop,30411,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1362392,0,299646,2.000000000000000,"2500 E GRAND BLVD",0,24.000000000000000,1435303,SANBORN,48211,6100,0,,1981,243.835313986706836,31,"41 001 99 0002 000",3065.033288684633135,1090,42.380428,-83.046348,1,rooftop,2500,"E Grand Blvd",,,Detroit,MI,"Wayne County",48211,US,Semcog
,1377006,0,299910,2.000000000000000,"16471 WOODWARD AVE",0,27.000000000000000,1121216,SANBORN,48203,49900,0,,0,842.275535845922150,13,"43 003 01 0007 000",24958.645689958048024,1100,42.416277,-83.105008,1,rooftop,16471,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1381629,0,299986,1.000000000000000,"9450 BUFFALO ST",0,28.000000000000000,1114532,SANBORN,48212,207300,0,,1988,2511.538210104268273,31,"41 008 01 0599 402",207317.254420522716828,1090,42.398938,-83.045452,1,rooftop,9450,"Buffalo St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1383438,0,300014,1.000000000000000,"13222 WOODWARD AVE",0,15.000000000000000,1125357,SANBORN,48203,11800,0,,2001,568.286030353167234,21,"43 013 02 0006 303",11680.306920150298538,1100,42.402546,-83.094332,1,rooftop,13222,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1386340,0,300075,1.000000000000000,"245 VICTOR",0,16.000000000000000,1123343,SANBORN,48203,7031,0,,1964,917.078787891559500,31,"43 008 01 0025 002",24815.877926599601778,1100,42.409542,-83.089769,1,rooftop,245,"Victor St",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1480180,0,301604,1.000000000000000,"9000 MIDDLEBELT RD",0,12.000000000000000,1404249,SANBORN,48174,1700,0,,0,188.237331901961994,41,"80 053 99 0001 700",1728.715784973236623,1170,42.197138,-83.379144,1,rooftop,9000,"Middlebelt Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1490130,0,301774,1.000000000000000,"11375 MIDDLEBELT RD",0,16.000000000000000,1406672,SANBORN,48174,11700,0,,1998,465.817075682686664,23,"80 094 99 0019 701",11685.834620481740785,1170,42.220143,-83.32535,1,rooftop,11375,"Middlebelt Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1495666,0,301849,1.000000000000000,"703 W SERVICE DR",0,22.000000000000000,1404249,SANBORN,48242,62939,0,,1993,1140.316475057802791,41,"80 053 99 0001 700",46665.281675712656579,1170,42.231467,-83.354926,0.6,rooftop,703,"W Service Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1625498,0,304007,2.000000000000000,"439 VISGER",0,15.000000000000000,1072491,SANBORN,48229,3240,0,,1965,205.744160522198797,21,"34 001 05 0005 000",1781.479903510154145,1040,42.261856,-83.148132,1,rooftop,439,"Visger Rd",,,Ecorse,MI,"Wayne County",48229,US,Semcog
,1635716,0,304168,1.000000000000000,"10248 W JEFFERSON AVE",0,12.000000000000000,1202637,SANBORN,48218,3198,0,,1964,238.120175022200470,51,"50 007 11 0003 001",3207.835400219411440,1155,42.277469,-83.131871,1,rooftop,10248,"W Jefferson Ave",,,"River Rouge",MI,"Wayne County",48218,US,Semcog
,1901893,0,304227,1.000000000000000,"8826 JOSEPH CAMPAU ST",0,14.000000000000000,1111751,SANBORN,48212,3833,0,,1941,305.765473743626728,65,"41 005 08 0007 000",3593.881406625660475,1090,42.390766,-83.053498,1,rooftop,8826,"Joseph Campau St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1902586,0,304248,1.000000000000000,"22631 MICHIGAN AVE",0,16.000000000000000,1022060,SANBORN,48124,15471,0,,1969,521.266649590564157,21,"82 09 214 10 011",16580.942316311717150,1025,42.302769,-83.254043,1,rooftop,22631,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1902618,0,304249,1.000000000000000,"24623 FORD RD",0,13.000000000000000,1017958,SANBORN,48128,1575,0,,1952,203.493412643312894,21,"82 09 172 03 026",1684.012378281701103,1025,42.326594,-83.27907,1,rooftop,24623,"Ford Rd",,,Dearborn,MI,"Wayne County",48128,US,Semcog
,1923999,0,304474,4.000000000000000,"15000 WOODWARD",0,52.000000000000000,1435486,SEMCOG,48203,86000,0,,1920,628.762943196692277,31,"43 002 04 0001 325",21455.614132433125633,1100,42.410432,-83.09979,1,rooftop,15000,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Wayne
,1205165,0,304692,1.000000000000000,"16115 BECK RD",0,10.000000000000000,1367930,SANBORN,48168,1400,0,,0,158.178239586419437,13,"77 065 99 0013 703",1367.798016243601978,1135,42.401844,-83.513535,1,rooftop,16115,"Beck Rd",,,Northville,MI,"Wayne County",48168,US,Semcog
,1347742,0,304707,1.000000000000000,"12900 NEWBURGH RD",0,10.000000000000000,1181565,SANBORN,48150,8300,0,,1987,616.272620082731464,33,"46 114 99 0024 000",8299.727060976691064,1120,42.377218,-83.410039,1,rooftop,12900,"Newburgh Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1008642,0,304915,2.000000000000000,"10000 WAYNE RD",0,25.000000000000000,1404990,SANBORN,48174,6120,0,,1974,337.773027949727066,23,"80 065 99 0051 001",7022.211004828259320,1170,42.230548,-83.386601,1,rooftop,10000,"Wayne Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1009141,0,304925,1.000000000000000,"9777 WAYNE RD",0,13.000000000000000,1404905,SANBORN,48174,3306,0,,1976,324.719749727382407,65,"80 062 99 0022 002",5022.583426225880430,1170,42.233104,-83.385152,1,rooftop,9777,"Wayne Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1087286,0,306242,2.000000000000000,"26115 TROWBRIDGE ST",0,23.000000000000000,1135628,SANBORN,48141,40500,0,,1995,762.978772215063600,31,"44 020 01 0008 014",36290.125805355775810,1110,42.294121,-83.294361,1,rooftop,26115,"Trowbridge St",,,Inkster,MI,"Wayne County",48141,US,Semcog
,1098823,0,306445,1.000000000000000,"23841 KEAN ST",0,14.000000000000000,1021851,SANBORN,48124,8800,0,,1942,491.756654655214959,33,"82 09 213 05 004",8774.227846795971345,1025,42.298757,-83.269561,1,rooftop,23841,"Kean St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1106611,0,306604,1.000000000000000,"23051 MICHIGAN AVE",0,18.000000000000000,1022021,SANBORN,48124,107680,0,,1959,1640.344727941180054,21,"82 09 214 05 002",104035.857986078815884,1025,42.301142,-83.260248,1,rooftop,23051,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1169390,0,307778,2.000000000000000,"939 HOWARD ST",0,26.000000000000000,1022829,SANBORN,48124,5524,0,,1972,217.710204982624987,23,"82 09 221 08 003",2726.561216026946113,1025,42.30581,-83.247971,1,rooftop,939,"Howard St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1173096,0,307840,3.000000000000000,"5500 AUTO CLUB DR",0,38.000000000000000,1014557,SANBORN,48126,148491,0,,1991,1790.775534056873312,51,"82 09 141 02 003",72129.528699329966912,1025,42.327832,-83.222263,1,rooftop,5500,"Auto Club Dr",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1200042,0,308195,1.000000000000000,"10419 FORD RD",0,14.000000000000000,1042341,SANBORN,48126,3466,0,,1999,248.997501718628030,21,"82 10 172 01 011",3529.020370054628984,1025,42.329362,-83.161885,1,rooftop,10419,"Ford Rd",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1210914,0,308479,2.000000000000000,"40251 SCHOOLCRAFT RD",0,22.000000000000000,1370804,SANBORN,48170,4732,0,,1952,281.287405534982781,21,"78 024 99 0013 000",4624.856095021217698,1145,42.383048,-83.440524,1,rooftop,40251,"Schoolcraft Rd",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1211778,0,308497,1.000000000000000,"41271 CONCEPT DR",0,25.000000000000000,1370834,SANBORN,48170,14323,0,,2003,514.553129285915588,31,"78 025 01 0021 302",13992.259674333585281,1145,42.379368,-83.445474,1,rooftop,41271,"Concept Dr",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1231546,0,308880,1.000000000000000,"17600 NEWBURGH RD",0,17.000000000000000,1160415,SANBORN,48152,22300,0,,0,937.853220170083546,13,"46 031 99 0006 000",22345.461419184990518,1120,42.415389,-83.4127,1,rooftop,17600,"Newburgh Rd",,,Livonia,MI,"Wayne County",48152,US,Semcog
,1346873,0,311061,1.000000000000000,"416 N MAIN",0,18.000000000000000,1197420,SANBORN,48170,1300,0,,0,144.961821181507275,21,"49 005 01 0380 000",1285.265870470977006,1140,42.375625,-83.462026,1,rooftop,416,"N Main St",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1347523,0,311077,1.000000000000000,"12725 LEVAN RD",0,16.000000000000000,1181551,SANBORN,48150,2600,0,,1953,253.316958734648267,23,"46 114 99 0008 000",2620.126186398206301,1120,42.376418,-83.404707,1,rooftop,12725,"Levan Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1347632,0,311081,1.000000000000000,"31111 INDUSTRIAL RD",0,16.000000000000000,1180736,SANBORN,48150,13260,0,,1968,498.373725141381499,23,"46 102 01 0016 001",13431.385634312935508,1120,42.376785,-83.349299,1,rooftop,31111,"Industrial Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348564,0,311093,1.000000000000000,"37045 SCHOOLCRAFT RD",0,18.000000000000000,1181564,SANBORN,48150,11020,0,,1973,425.244813305213370,23,"46 114 99 0023 001",11181.510649920604919,1120,42.380891,-83.410353,1,rooftop,37045,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348762,0,311096,1.000000000000000,"30850 INDUSTRIAL RD",0,14.000000000000000,1180768,SANBORN,48150,10300,0,,1966,510.362753155268649,23,"46 102 99 0039 000",10317.259328973519587,1120,42.381121,-83.346518,1,rooftop,30850,"Industrial Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1349836,0,311130,1.000000000000000,"39300 SCHOOLCRAFT",0,20.000000000000000,1173215,SEMCOG,48150,12100,0,,1981,489.006446291337113,23,"46 075 99 0006 001",12074.578033614399828,1120,42.382902,-83.429576,1,rooftop,39300,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1362470,0,311330,1.000000000000000,"8490 SAINT AUBIN ST",0,13.000000000000000,1435281,SANBORN,48212,4500,0,,1984,351.301403011288869,13,"41 002 07 0159 305",4513.248635728174122,1090,42.386022,-83.058476,1,rooftop,8490,"St Aubin St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1362529,0,311331,1.000000000000000,"8575 LUMPKIN ST",0,28.000000000000000,1435281,SANBORN,48212,59700,0,,1984,1252.526101106667966,31,"41 002 07 0159 305",59697.226658298801340,1090,42.386475,-83.05826,1,rooftop,8575,"Lumpkin St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1364123,0,311352,1.000000000000000,"9028 JOSEPH CAMPAU ST",0,16.000000000000000,1111646,SANBORN,48212,8646,0,,1984,376.111221718388776,21,"41 005 07 0004 300",8795.579339814928971,1090,42.392317,-83.054531,1,rooftop,9028,"Joseph Campau St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1364209,0,311354,2.000000000000000,"2944 HANLEY ST",0,25.000000000000000,1111710,SANBORN,48212,4416,0,,1914,203.848119089092165,21,"41 005 07 0076 000",2090.564922956235023,1090,42.392563,-83.053975,1,rooftop,2944,"Hanley St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1365281,0,311379,1.000000000000000,"2626 POLAND ST",0,31.000000000000000,1109051,SANBORN,48212,24200,0,,0,895.048612774697517,13,"41 003 01 0168 401",24163.648889691878139,1090,42.39399,-83.058673,1,rooftop,2626,"Poland St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1365781,0,311394,3.000000000000000,"12050 WOODWARD AVE",0,31.000000000000000,1123619,SANBORN,48203,32700,0,,0,418.376700566909449,23,"43 009 03 0042 002",10896.683226512284818,1100,42.395215,-83.089458,1,rooftop,12050,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Wayne
,1380655,0,311663,1.000000000000000,"12200 OAKLAND BLVD",0,37.000000000000000,1435439,SANBORN,48203,451000,0,,2000,2740.100008570716454,31,"43 015 01 0001 308",450539.590064275602344,1100,42.398068,-83.078313,1,rooftop,12200,"Oakland Blvd",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1385290,0,311756,1.000000000000000,"12975 OAKLAND PKWY",0,23.000000000000000,1435674,SANBORN,48203,19300,0,,2000,626.472009614058379,33,"43 014 01 0001 309",19279.781562045762257,1100,42.404023,-83.085147,1,range_interpolation,12975,"Oakland Pkwy",,,"Highland Park",MI,"Wayne County",48203,US,"TIGER/Line® dataset from the US Census Bureau"
,1386362,0,311778,1.000000000000000,"14400 OAKLAND AVE",0,26.000000000000000,1123319,SANBORN,48203,117500,0,,1976,1725.564764508984581,31,"43 007 02 0162 000",117524.511185801864485,1100,42.412096,-83.088457,1,rooftop,14400,"Oakland Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1414720,0,312341,2.000000000000000,"45000 HELM ST",0,27.000000000000000,1369439,SANBORN,48170,248862,0,,1988,2087.642836460262060,31,"78 014 01 0108 000",177291.784647628315724,1145,42.392551,-83.488335,1,rooftop,45000,"Helm St",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1414746,0,312342,1.000000000000000,"40984 CONCEPT DR",0,27.000000000000000,1435020,SANBORN,48170,48612,0,,2002,896.103316283972390,32,"78 025 01 0012 301",45997.813710509355587,1145,42.376795,-83.438459,1,rooftop,40984,"Concept Dr",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1486808,0,313408,1.000000000000000,"31515 NORTHLINE RD",0,54.000000000000000,1404249,SANBORN,48242,30171,0,,1997,1145.832699314619504,41,"80 053 99 0001 700",68653.364936335769016,1170,42.216575,-83.35324,0.38,place,,,,,Detroit,MI,"Wayne County",48242,US,"TIGER/Line® dataset from the US Census Bureau"
,1489382,0,313436,1.000000000000000,"11600 WAYNE RD",0,12.000000000000000,1438297,SANBORN,48174,7150,0,,1948,420.756341335702075,31,"80 082 99 0005 703",8076.841950166539391,1170,42.217848,-83.384568,1,rooftop,11600,"Wayne Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1488190,0,313437,4.000000000000000,"1 DETROIT METRO AIRPORT | 2500-2600 WORLDGATEWAY PL",0,55.000000000000000,1404249,SANBORN,48242,2279500,0,,2002,21188.218554165356181,41,"80 053 99 0001 700",1041157.000921283150092,1170,42.216575,-83.35324,0.5,place,,,,,Detroit,MI,"Wayne County",48242,US,"TIGER/Line® dataset from the US Census Bureau"
,1490505,0,313473,2.000000000000000,"36601 GODDARD RD",0,20.000000000000000,1406126,SANBORN,48174,13600,0,,1925,335.543314524803691,21,"80 078 01 0258 000",7030.937573517509009,1170,42.221741,-83.397749,1,rooftop,36601,"Goddard Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1491700,0,313494,2.000000000000000,"34450 GODDARD RD",0,21.000000000000000,1404925,SANBORN,48174,17037,0,,1953,608.310585259124878,31,"80 063 99 0024 000",16864.138446815086354,1170,42.223915,-83.376764,1,rooftop,34450,"Goddard Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1500755,0,313650,1.000000000000000,"29900 GODDARD RD",0,18.000000000000000,1403950,SANBORN,48174,7000,0,,0,368.206927818574400,14,"80 044 99 0005 000",6950.808471391248531,1170,42.236987,-83.343621,0.9,rooftop,29900,"Goddard Rd",,,Detroit,MI,"Wayne County",48242,US,Wayne
,1544536,0,314371,2.000000000000000,,0,17.000000000000000,1273041,SANBORN,48192,60900,0,,0,734.009714588423321,61,"57 020 38 0003 304",30465.842961274465779,1220,42.21421,-83.14992,1,place,,,,,Wyandotte,MI,"Wayne County",48192,US,"TIGER/Line® dataset from the US Census Bureau"
,1572046,0,314823,1.000000000000000,"750 BIDDLE AVE",0,15.000000000000000,1264359,SANBORN,48192,6545,0,,1946,376.948938546696752,21,"57 004 07 0019 001",6864.500386155285923,1220,42.226325,-83.15042,1,rooftop,750,"Biddle Ave",,,Wyandotte,MI,"Wayne County",48192,US,Semcog
,1615420,0,315489,1.000000000000000,"1 QUALITY DR",0,76.000000000000000,1076245,SANBORN,48229,364100,0,,0,5454.255025158489843,31,"34 008 99 0014 710",364148.082437722187024,1040,42.263316,-83.128324,1,rooftop,1,"Quality Dr",,,Ecorse,MI,"Wayne County",48229,US,Wayne
,1618061,0,315542,1.000000000000000,"1 QUALITY DR",0,65.000000000000000,1076245,SANBORN,48229,8900,0,,0,426.674682127867072,31,"34 008 99 0014 710",8948.712582440790356,1040,42.263316,-83.128324,1,rooftop,1,"Quality Dr",,,Ecorse,MI,"Wayne County",48229,US,Wayne
,1901459,0,315904,1.000000000000000,"26903 8 MILE RD",0,12.000000000000000,1379669,SANBORN,48240,2720,0,,1947,213.437457368240189,21,"79 004 01 1329 001",2841.369569068999226,1150,42.441741,-83.311059,1,rooftop,26903,"8 Mile Rd",,,Redford,MI,"Wayne County",48240,US,Wayne
,1902407,0,315934,1.000000000000000,"14461 FORD RD",0,13.000000000000000,1043639,SANBORN,48126,1656,0,,1979,197.441962597817934,21,"82 10 182 02 001",1708.823398459296868,1025,42.329104,-83.184533,1,rooftop,14461,"Ford Rd",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1904218,0,315974,2.000000000000000,"37700 6 MILE RD",0,32.000000000000000,1159484,SANBORN,48152,150778,0,,1986,1342.535276837095580,21,"46 028 99 0002 013",75237.604807280789828,1120,42.412758,-83.415817,1,rooftop,37700,"6 Mile Rd",,,Livonia,MI,"Wayne County",48152,US,Semcog
,1100148,0,318128,1.000000000000000,"23954 KEAN ST",0,33.000000000000000,1021832,SANBORN,48124,32000,0,,2003,791.021342766920498,33,"82 09 213 03 016",32041.785482853952999,1025,42.299222,-83.27049,1,rooftop,23954,"Kean St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1102479,0,318167,1.000000000000000,"23403 KEAN ST",0,18.000000000000000,1021855,SANBORN,48124,25580,0,,1938,837.647679652943339,21,"82 09 213 05 012",29198.128567429008399,1025,42.300031,-83.264187,1,rooftop,23403,"Kean St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1105239,0,318218,2.000000000000000,"23439 MICHIGAN AVE",0,21.000000000000000,1021843,SANBORN,48124,7100,0,,1955,260.440476713013368,21,"82 09 213 04 013",3548.517173765250391,1025,42.301258,-83.264061,1,rooftop,23439,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1169435,0,319426,1.000000000000000,"20900 OAKWOOD BLVD",0,15.000000000000000,1023658,SANBORN,48124,8000,0,,0,545.117139151568949,61,"82 09 233 01 004",7960.004664056203183,1025,42.303394,-83.221825,1,rooftop,20900,"Oakwood Blvd",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1186288,0,319697,1.000000000000000,"2101 SCHAEFER RD",0,29.000000000000000,1442380,SANBORN,48122,157400,0,,0,2841.911640255167640,31,"47 001 99 0002 700",157439.721450073120650,1125,42.282208,-83.164477,1,rooftop,2101,"Schaefer Rd",,,Melvindale,MI,"Wayne County",48122,US,Semcog
,1200719,0,319930,1.000000000000000,"5701 WYOMING AVE",0,18.000000000000000,1041574,SANBORN,48126,34384,0,,1961,955.576941299389773,31,"82 10 084 02 028",35096.361699143533770,1025,42.330803,-83.156906,1,range_interpolation,5701,"Wyoming Ave",,,Dearborn,MI,"Wayne County",48126,US,"TIGER/Line® dataset from the US Census Bureau"
,1201501,0,319950,3.000000000000000,"6101 MERCURY DR",0,33.000000000000000,1013372,SANBORN,48126,31700,0,,2000,486.721054179562600,63,"82 09 123 02 012",10557.616890093153415,1025,42.333351,-83.213265,1,rooftop,6101,"Mercury Dr",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1207812,0,320081,2.000000000000000,"177 N MAIN",0,29.000000000000000,1197641,SANBORN,48170,10764,0,,2005,378.102314686119257,23,"49 005 10 0100 003",6972.395470589553042,1140,42.374111,-83.465986,1,rooftop,177,"N Main St",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1208688,0,320107,1.000000000000000,"45550 HELM ST",0,18.000000000000000,1369297,SANBORN,48170,6048,0,,1986,332.697330334343462,23,"78 009 02 0022 000",6371.981108745203528,1145,42.391912,-83.492421,1,rooftop,45550,"Helm St",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1227822,0,320500,1.000000000000000,"36000 5 MILE RD",0,13.000000000000000,1170560,SANBORN,48154,2188,0,,1966,206.272178751801363,23,"46 068 99 0009 001",2634.979178291690005,1120,42.397073,-83.399726,1,rooftop,36000,"5 Mile Rd",,,Livonia,MI,"Wayne County",48154,US,Wayne
,1237306,0,320770,2.000000000000000,"17200 N LAUREL PARK DR",0,31.000000000000000,1159481,SANBORN,48152,80115,0,,1987,1950.436002755369373,23,"46 028 99 0002 005",41328.555750436156814,1120,42.417872,-83.41491,1,range_interpolation,17200,"N Laurel Park Dr",,,Livonia,MI,"Wayne County",48152,US,"TIGER/Line® dataset from the US Census Bureau"
,1237307,0,320771,4.000000000000000,"17187 N LAUREL PARK DR",0,50.000000000000000,1159493,SANBORN,48152,123696,0,,1985,787.260467350410067,23,"46 028 99 0006 011",36394.471838112076512,1120,42.41135,-83.418032,1,range_interpolation,17187,"N Laurel Park Dr",,,Livonia,MI,"Wayne County",48152,US,"TIGER/Line® dataset from the US Census Bureau"
,1347624,0,322787,1.000000000000000,"37005 INDUSTRIAL RD",0,25.000000000000000,1181561,SANBORN,48150,42368,0,,1986,835.865849435895029,31,"46 114 99 0019 008",42888.250786841854278,1120,42.377229,-83.408786,1,rooftop,37005,"Industrial Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1347908,0,322790,2.000000000000000,"39200 SCHOOLCRAFT",0,24.000000000000000,1173220,SANBORN,48150,18000,0,,1997,630.859492463189326,23,"46 075 99 0014 000",17833.295383122014755,1120,42.382984,-83.428833,1,rooftop,39200,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348277,0,322802,1.000000000000000,"38099 SCHOOLCRAFT RD",0,23.000000000000000,1181682,SANBORN,48150,21500,0,,1980,741.481618837915676,23,"46 117 02 0009 003",21457.506521153667563,1120,42.3801,-83.419669,1,rooftop,38099,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348357,0,322806,1.000000000000000,"12758 INKSTER RD",0,16.000000000000000,1393923,SANBORN,48239,6000,0,,1968,325.421664719495993,31,"79 038 99 0075 000",6159.337026969193175,1150,42.379539,-83.313501,1,rooftop,12758,"Inkster Rd",,,Redford,MI,"Wayne County",48239,US,Semcog
,1348636,0,322809,1.000000000000000,"13405 STARK RD",0,20.000000000000000,1181132,SANBORN,48150,9600,0,,1981,452.913865553444964,23,"46 109 03 0814 004",9569.371397373004584,1120,42.38091,-83.37902,1,rooftop,13405,"Stark Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1351777,0,322857,1.000000000000000,"6275 SCHAEFER RD",0,17.000000000000000,1433788,SANBORN,48126,15700,0,,1952,751.497416218781837,21,"82 10 074 08 009",15673.257424837765939,1025,42.335813,-83.177107,1,rooftop,6275,"Schaefer Rd",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1364449,2200,323059,2.500000000000000,"2627 HOLBROOK ST",0,30.000000000000000,1108989,SANBORN,48212,2200,2,,1916,183.644792130258509,51,"41 003 01 0102 000",1696.319546217217521,1090,42.392928,-83.058281,1,rooftop,2627,"Holbrook St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1379405,0,323322,1.000000000000000,"11326 NAGEL ST",0,18.000000000000000,1111035,SANBORN,48212,6090,0,,1988,326.091324779023353,21,"41 004 03 0170 300",6014.757042449848996,1090,42.397459,-83.067758,1,rooftop,11326,"Nagel St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
