ref_name,building_i,res_sqft,gid,stories,address,gqcap,median_hgt,parcel_id,source,zipcode,nonres_sqf,housing_un,demolished,year_built,SHAPE__Len,build_type,apn,SHAPE__Are,city_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
,1347590,0,469884,1.000000000000000,"12900 NEWBURGH RD",0,10.000000000000000,1181565,SANBORN,48150,4100,0,,1987,368.755898714911552,33,"46 114 99 0024 000",4086.160477095260376,1120,42.377218,-83.410039,1,rooftop,12900,"Newburgh Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1003568,0,470053,1.000000000000000,"31411 8 MILE RD",0,15.000000000000000,1156534,SANBORN,48152,5400,0,,1951,376.061837304663186,23,"46 009 99 0005 001",5430.019747792967792,1120,42.440653,-83.356893,1,rooftop,31411,"8 Mile Rd",,,Livonia,MI,"Wayne County",48152,US,Wayne
,1004034,0,470061,1.000000000000000,"28803 8 MILE RD",0,17.000000000000000,1154973,SANBORN,48152,9900,0,,1983,447.366784658561244,23,"46 002 02 0249 000",9896.365218673145137,1120,42.441081,-83.330647,1,rooftop,28803,"8 Mile Rd",,,Livonia,MI,"Wayne County",48152,US,Semcog
,1004325,0,470068,1.000000000000000,"26575 8 MILE RD",0,20.000000000000000,1436006,SANBORN,48240,7775,0,,2000,403.498999459188838,61,"79 003 03 0054 303",8216.080698166604634,1150,42.441812,-83.306806,1,rooftop,26575,"8 Mile Rd",,,Redford,MI,"Wayne County",48240,US,Semcog
,1004359,0,470069,1.000000000000000,"26141 8 MILE RD",0,14.000000000000000,1378750,SANBORN,48240,3200,0,,1965,239.436876239155396,21,"79 003 01 0739 000",3165.525575320247754,1150,42.441966,-83.301661,1,rooftop,26141,"8 Mile Rd",,,Redford,MI,"Wayne County",48240,US,Wayne
,1098209,0,471588,1.000000000000000,"23666 PARK ST",0,16.000000000000000,1021859,SANBORN,48124,14600,0,,1957,521.794119676355194,61,"82 09 213 06 002",16947.634648876937717,1025,42.298564,-83.267113,1,rooftop,23666,"Park St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1234070,0,472588,1.000000000000000,"16115 BECK RD",0,14.000000000000000,1367930,SANBORN,48168,6800,0,,0,341.768554405364455,63,"77 065 99 0013 703",6845.489632416764834,1135,42.401844,-83.513535,1,rooftop,16115,"Beck Rd",,,Northville,MI,"Wayne County",48168,US,Semcog
,1169563,0,472902,2.000000000000000,"21031 MICHIGAN AVE",0,21.000000000000000,1022968,SANBORN,48124,13202,0,,1914,568.746186197402722,51,"82 09 222 05 010",10426.739846941500218,1025,42.307584,-83.232972,1,rooftop,21031,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1185456,0,473185,1.000000000000000,"3153 FAIRLANE DR",0,19.000000000000000,1445010,SANBORN,48101,12400,0,,0,485.413756210460235,21,"30 002 01 0029 000",12396.617550835795555,1005,42.280606,-83.20826,1,rooftop,3153,"Fairlane Dr",,,"Allen Park",MI,"Wayne County",48101,US,Semcog
,1190139,0,473256,1.000000000000000,"3001 MILLER RD",0,90.000000000000000,1047811,SANBORN,48120,36400,0,,1940,981.686033604223667,31,"82 10 292 02 005",36404.790584140195278,1025,42.29306,-83.159635,1,rooftop,3001,"Miller Rd",,,Dearborn,MI,"Wayne County",48120,US,Semcog
,1196375,0,473353,1.000000000000000,"4401 WYOMING AVE",0,23.000000000000000,1042943,SANBORN,48126,126590,0,,1953,2052.152752693316870,31,"82 10 174 04 004",127471.799573458527448,1025,42.321666,-83.159293,0.95,rooftop,4401,"Wyoming St",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1210788,0,473444,1.000000000000000,"22580 TELEGRAPH RD",0,17.000000000000000,1365360,SANBORN,48170,33766,0,,2006,1146.011426923865201,21,"77 052 99 0018 705",39502.806420973953209,1135,42.396923,-83.43692,1,rooftop,22580,"Telegraph Rd",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1210795,0,473445,1.000000000000000,"13995 N HAGGERTY RD",0,12.000000000000000,1370781,SANBORN,48170,4400,0,,2002,300.408349497217614,33,"78 023 99 0022 000",4367.537823466272130,1145,42.382142,-83.446847,1,range_interpolation,13995,"N Haggerty Rd",,,Plymouth,MI,"Wayne County",48170,US,"TIGER/Line® dataset from the US Census Bureau"
,1227819,0,473751,1.000000000000000,"36180 5 MILE RD",0,10.000000000000000,1170557,SANBORN,48154,1591,0,,1962,183.864281621697870,23,"46 068 99 0006 001",2041.732476676759006,1120,42.397025,-83.401538,1,rooftop,36180,"5 Mile Rd",,,Livonia,MI,"Wayne County",48154,US,Wayne
,1231857,0,473824,1.000000000000000,"18600 HAGGERTY RD",0,13.000000000000000,1159465,SANBORN,48152,62200,0,,0,1696.731144230114523,11,"46 026 99 0002 002",62152.767297550220974,1120,42.41931,-83.430938,1,rooftop,18600,"Haggerty Rd",,,Livonia,MI,"Wayne County",48152,US,Semcog
,1340391,0,475469,1.000000000000000,"36600 PLYMOUTH RD",0,18.000000000000000,1181598,SANBORN,48150,16797,0,,1974,545.257143879620457,23,"46 115 03 0005 000",16900.531644443497498,1120,42.368274,-83.404192,1,rooftop,36600,"Plymouth Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1345028,0,475559,1.000000000000000,"40475 PLYMOUTH RD",0,17.000000000000000,1371045,SANBORN,48170,39062,0,,1962,867.031154821511905,61,"78 027 99 0037 000",36166.154876094471547,1145,42.372647,-83.439976,1,rooftop,40475,"Plymouth Rd",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1347905,0,475611,1.000000000000000,"39660 SCHOOLCRAFT RD",0,18.000000000000000,1370788,SANBORN,48170,6580,0,,1990,390.019337166934463,23,"78 024 01 0044 301",6412.749427951980579,1145,42.383163,-83.434661,1,rooftop,39660,"Schoolcraft Rd",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1347981,0,475615,1.000000000000000,"37517 SCHOOLCRAFT RD",0,18.000000000000000,1181666,SANBORN,48150,11240,0,,1979,552.075150506126761,23,"46 117 01 0025 004",13527.869323167466064,1120,42.378923,-83.414037,1,rooftop,37517,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348454,0,475623,1.000000000000000,"38019 SCHOOLCRAFT RD",0,13.000000000000000,1432987,SANBORN,48150,34005,0,,1986,912.349322994923341,23,"46 117 02 0009 006",33808.952900626289193,1120,42.380604,-83.418497,1,rooftop,38019,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348547,0,475626,1.000000000000000,"39001 SCHOOLCRAFT RD",0,24.000000000000000,1181713,SANBORN,48150,106400,0,,1947,1537.401098324666918,31,"46 118 99 0003 005",106415.603813126028399,1120,42.379901,-83.427224,1,rooftop,39001,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348923,0,475633,1.000000000000000,"39555 SCHOOLCRAFT RD",0,28.000000000000000,1370813,SANBORN,48170,68442,0,,1999,1236.894207222629120,31,"78 024 99 0043 701",69174.862950448121410,1145,42.381858,-83.434759,1,rooftop,39555,"Schoolcraft Rd",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1375988,0,476074,1.000000000000000,"16101 WOODWARD AVE",0,17.000000000000000,1121854,SANBORN,48203,6600,0,,0,423.289473146595412,13,"43 003 03 0003 000",6586.029852736788598,1100,42.413715,-83.103014,1,rooftop,16101,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1378216,0,476109,1.000000000000000,,0,12.000000000000000,1435381,SANBORN,48203,2300,0,,0,193.802901259293037,23,"43 009 08 0006 304",2347.292880835761480,1100,42.420736,-83.104338,1,place,,,,,"Highland Park",MI,"Wayne County",48203,US,"TIGER/Line® dataset from the US Census Bureau"
,1379783,0,476136,2.000000000000000,"12501 WOODWARD AVE",0,24.000000000000000,1125297,SANBORN,48203,18400,0,,1912,474.205365556420929,21,"43 012 99 0001 000",10511.945919315450737,1100,42.398106,-83.092386,1,rooftop,12501,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1382265,0,476195,1.000000000000000,"5050 EDWIN AVE",0,17.000000000000000,1114526,SANBORN,48212,4104,0,,2008,262.987114988125768,31,"41 008 01 0589 000",4102.615088376010135,1090,42.40044,-83.045974,1,rooftop,5050,"Edwin St",,,Hamtramck,MI,"Wayne County",48212,US,Semcog
,1386011,0,476278,1.000000000000000,"64 VICTOR",0,13.000000000000000,1123371,SANBORN,48203,18900,0,,1917,547.289733544915748,23,"43 008 01 0064 000",16537.771625341862091,1100,42.406835,-83.095166,1,rooftop,64,"Victor St",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1386322,0,476288,1.000000000000000,"14124 WOODWARD AVE",0,12.000000000000000,1123891,SANBORN,48203,2728,0,,0,250.289389352316647,65,"43 009 08 0016 300",3262.030997155744444,1100,42.408777,-83.098506,1,rooftop,14124,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1414745,0,476826,1.000000000000000,"41016 CONCEPT DR",0,30.000000000000000,1370824,SANBORN,48170,67613,0,,2003,1059.363539738560576,32,"78 025 01 0010 302",66555.104217257045093,1145,42.377866,-83.438127,1,rooftop,41016,"Concept Dr",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1491645,0,477939,2.000000000000000,"34508 GODDARD RD",0,21.000000000000000,1404923,SANBORN,48174,22600,0,,1993,441.293173822342396,31,"80 063 99 0022 701",11307.608565661575994,1170,42.223865,-83.378315,1,rooftop,34508,"Goddard Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1491711,0,477940,1.000000000000000,"34480 GODDARD RD",0,24.000000000000000,1404924,SANBORN,48174,38374,0,,1968,888.058184944105506,23,"80 063 99 0023 000",38818.561751423847454,1170,42.22389,-83.377674,1,rooftop,34480,"Goddard Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1495787,0,478020,1.000000000000000,"702 W SERVICE DR",0,16.000000000000000,1404249,SANBORN,48242,1800,0,,0,197.783610078328650,33,"80 053 99 0001 700",1751.243438643127320,1170,42.232236,-83.354234,0.6,rooftop,702,"W Service Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1500486,0,478105,2.000000000000000,"29900 GODDARD RD",0,20.000000000000000,1403951,SANBORN,48174,5700,0,,0,267.693351287500263,41,"80 044 99 0006 000",2860.114744253794015,1170,42.236987,-83.343621,0.9,rooftop,29900,"Goddard Rd",,,Detroit,MI,"Wayne County",48242,US,Wayne
,1618510,0,480059,2.000000000000000,"3869 W JEFFERSON AVE",0,16.000000000000000,1074897,SANBORN,48229,41200,0,,0,789.100682399906077,14,"34 005 07 0010 000",20606.768583783694339,1040,42.254503,-83.138947,1,rooftop,3869,"W Jefferson Ave",,,Ecorse,MI,"Wayne County",48229,US,Semcog
,1901315,0,480406,1.000000000000000,"25197 8 MILE RD",0,14.000000000000000,1377780,SANBORN,48240,3740,0,,1950,248.615360747467236,33,"79 001 01 1055 000",3499.884825297428506,1150,42.442233,-83.289984,1,rooftop,25197,"8 Mile Rd",,,Redford,MI,"Wayne County",48240,US,Wayne
,1902310,0,480430,1.000000000000000,"23405 MICHIGAN AVE",0,21.000000000000000,1021842,SANBORN,48124,2295,0,,1958,211.261750530218023,21,"82 09 213 04 012",2241.703904091835739,1025,42.301188,-83.263898,1,rooftop,23405,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1902334,0,480431,1.000000000000000,"23924 MICHIGAN AVE",0,13.000000000000000,1021722,SANBORN,48124,1780,0,,1955,216.797329750750379,21,"82 09 213 01 009",1770.154147323919688,1025,42.30042,-83.270571,1,rooftop,23924,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1902580,0,480441,1.000000000000000,"23908 MICHIGAN AVE",0,13.000000000000000,1021793,SANBORN,48124,1344,0,,1951,178.572014626144750,23,"82 09 213 01 106",1430.004783105052411,1025,42.300462,-83.270281,1,rooftop,23908,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1902765,0,480444,2.000000000000000,"13800 WOODWARD AVE",0,14.000000000000000,1123421,SANBORN,48203,6480,0,,1917,306.845799068376266,21,"43 008 07 0003 000",4198.558184909772535,1100,42.40503,-83.096257,1,rooftop,13800,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1902849,0,480445,1.000000000000000,"13145 WOODWARD AVE",0,14.000000000000000,1124575,SANBORN,48203,6200,0,,1963,383.148426307532588,21,"43 012 01 0002 000",6248.655056120875997,1100,42.401439,-83.094601,1,rooftop,13145,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1902855,0,480446,2.000000000000000,"13900 WOODWARD AVE",0,24.000000000000000,1123415,SANBORN,48203,7700,0,,1917,275.907427593124169,51,"43 008 05 0001 002",3860.338504423536506,1100,42.405788,-83.096825,1,rooftop,13900,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1114514,0,480721,1.000000000000000,"946 HOWE ST",0,15.000000000000000,1021981,SANBORN,48124,4800,0,,1927,328.204205810183169,23,"82 09 214 03 007",4764.379192327829514,1025,42.304398,-83.254116,1,rooftop,946,"Howe St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1352090,0,480784,1.000000000000000,"10500 FORD RD",0,22.000000000000000,1041559,SANBORN,48126,33400,0,,1979,871.382547686994144,33,"82 10 084 02 001",33387.721174409365631,1025,42.332898,-83.162534,1,rooftop,10500,"Ford Rd",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1348575,0,481103,1.000000000000000,"37001 SCHOOLCRAFT RD",0,18.000000000000000,1181563,SANBORN,48150,4356,0,,1972,281.335921525852825,23,"46 114 99 0022 001",4382.528776345747247,1120,42.380954,-83.409878,1,rooftop,37001,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1091800,0,482035,1.000000000000000,"2040 S TELEGRAPH RD",0,14.000000000000000,1029905,SANBORN,48124,3762,0,,1967,295.822058225935507,21,"82 09 292 03 026",4780.803868689334195,1025,42.296323,-83.272017,1,rooftop,2040,"S Telegraph Rd",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1918320,0,482880,1.000000000000000,"9480 WAYNE RD",0,16.000000000000000,1438368,SANBORN,48174,9207,0,,2012,406.855808784785722,21,"80 065 99 0013 701",9475.311346862277787,1170,42.233803,-83.386898,1,rooftop,9480,"Wayne Rd",,,Romulus,MI,"Wayne County",48174,US,Semcog
,1348407,0,484610,1.000000000000000,"12801 INKSTER RD",0,10.000000000000000,1180241,SANBORN,48150,4800,0,,1993,313.289033912009131,33,"46 097 99 0008 001",4810.424697566409122,1120,42.379501,-83.314861,1,rooftop,12801,"Inkster Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348566,0,484612,1.000000000000000,"37107 SCHOOLCRAFT RD",0,16.000000000000000,1181567,SANBORN,48150,5916,0,,1977,322.176471208827024,23,"46 114 99 0026 004",5975.586990318078279,1120,42.380889,-83.410919,1,rooftop,37107,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1210908,0,484661,1.000000000000000,"41100 PLYMOUTH RD",0,63.000000000000000,1370847,SANBORN,48170,17100,0,,0,545.266781438361136,31,"78 026 99 0002 705",17107.360571731558593,1145,42.375594,-83.445328,1,rooftop,41100,"Plymouth Rd",,,Plymouth,MI,"Wayne County",48170,US,Semcog
,1160372,0,484880,1.000000000000000,"23919 FORD RD",0,12.000000000000000,1014924,SANBORN,48128,4309,0,,1978,278.167078605947609,21,"82 09 161 01 022",4628.345604083569015,1025,42.326701,-83.271597,1,rooftop,23919,"Ford Rd",,,Dearborn,MI,"Wayne County",48128,US,Semcog
,1489882,0,484962,1.000000000000000,"11600 METRO AIRPORT CENTER DR",0,21.000000000000000,1406578,SANBORN,48174,26445,0,,1993,825.246391134806572,33,"80 082 04 0009 000",26318.165806253484334,1170,42.217938,-83.382717,1,range_interpolation,11600,"Metro Airport Center Dr",,,Romulus,MI,"Wayne County",48174,US,"TIGER/Line® dataset from the US Census Bureau"
,1918238,0,485352,4.000000000000000,"24105 MICHIGAN AVE",0,,1434026,SANBORN,48124,68476,0,,2016,577.720399364133982,63,"82 11 204 10 013",14667.694848306362474,1025,42.298407,-83.272727,1,rooftop,24105,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Wayne
,1500825,0,485639,1.000000000000000,"29900 GODDARD RD",0,16.000000000000000,1403951,SANBORN,48174,2100,0,,0,193.125066919402798,41,"80 044 99 0006 000",2093.299289506564946,1170,42.236987,-83.343621,0.9,rooftop,29900,"Goddard Rd",,,Detroit,MI,"Wayne County",48242,US,Wayne
,1002916,0,486052,1.000000000000000,"33455 8 MILE RD",0,11.000000000000000,1157818,SANBORN,48152,1900,0,,1956,179.521190401646237,21,"46 013 99 0002 000",1920.906888299887669,1120,42.440083,-83.376469,1,rooftop,33455,"8 Mile Rd",,,Livonia,MI,"Wayne County",48152,US,Wayne
,1386352,0,486349,1.000000000000000,"14050 OAKLAND AVE",0,14.000000000000000,1123322,SANBORN,48203,13200,0,,1953,494.562090081648705,31,"43 007 02 0166 002",13345.283163930911542,1100,42.410761,-83.088526,1,rooftop,14050,"Oakland Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1169434,0,487461,2.000000000000000,"932 MASON ST",0,22.000000000000000,1022836,SANBORN,48124,3000,0,,1927,245.870678280696154,23,"82 09 221 08 010",2111.895841460085649,1025,42.3063,-83.246585,1,rooftop,932,"Mason St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1169471,0,487462,2.000000000000000,"905 MASON ST",0,27.000000000000000,1022849,SANBORN,48124,16400,0,,0,522.913333728489420,13,"82 09 221 09 022",8199.311762618317516,1025,42.306449,-83.246052,1,rooftop,905,"Mason St",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1236104,0,487659,1.000000000000000,"17600 NEWBURGH RD",0,11.000000000000000,1160415,SANBORN,48152,2900,0,,0,248.489496752733373,13,"46 031 99 0006 000",2902.490778504126411,1120,42.415389,-83.4127,1,rooftop,17600,"Newburgh Rd",,,Livonia,MI,"Wayne County",48152,US,Semcog
,1351985,0,488311,1.000000000000000,"10500 FORD RD",0,13.000000000000000,1041559,SANBORN,48126,5100,0,,1979,288.150666836893834,23,"82 10 084 02 001",5096.198985200053357,1025,42.332898,-83.162534,1,rooftop,10500,"Ford Rd",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1375980,0,488353,1.000000000000000,"16400 WOODWARD AVE",0,20.000000000000000,1120841,SANBORN,48203,18622,0,,0,818.846552719608326,21,"43 002 03 0005 001",34657.015128460814594,1100,42.416278,-83.103506,1,rooftop,16400,"Woodward Ave",,,"Highland Park",MI,"Wayne County",48203,US,Semcog
,1635934,0,489552,1.000000000000000,"1300 ZUG ISLAND RD",0,18.000000000000000,1200456,SANBORN,48209,5700,0,,0,478.507532751640213,31,"50 001 99 0003 000",5713.262054880012329,1155,42.281147,-83.109868,1,rooftop,1300,"Zug Island Rd",,,Detroit,MI,"Wayne County",48209,US,Semcog
,1635923,0,489553,1.000000000000000,"1300 ZUG ISLAND RD",0,48.000000000000000,1200457,SANBORN,48209,5000,0,,0,300.958319500954190,31,"50 001 99 0004 000",5032.237882420209644,1155,42.281147,-83.109868,1,rooftop,1300,"Zug Island Rd",,,Detroit,MI,"Wayne County",48209,US,Semcog
,1925869,0,489581,1.000000000000000,"23916 MICHIGAN AVE",0,13.000000000000000,1021765,SANBORN,48124,1540,0,,1951,176.205336532283155,65,"82 09 213 01 074",1343.007492758041053,1025,42.300429,-83.270417,1,rooftop,23916,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1925868,0,489582,1.000000000000000,"23920 MICHIGAN AVE",0,13.000000000000000,1021764,SANBORN,48124,1600,0,,1949,205.086343971717355,65,"82 09 213 01 073",1704.248589443359378,1025,42.300428,-83.270495,1,rooftop,23920,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1925866,0,489585,3.000000000000000,"18900 MICHIGAN AVE",0,34.000000000000000,1014583,SANBORN,48126,200400,0,,1975,1518.777588210346494,21,"82 09 144 01 029",98362.324150749002001,1025,42.315793,-83.221788,1,rooftop,18900,"Michigan Ave",,,Dearborn,MI,"Wayne County",48126,US,Semcog
,1345888,0,489729,1.000000000000000,"38901 AMRHEIN RD",0,37.000000000000000,1181732,SEMCOG,48150,107880,0,,1967,2614.629082922227553,31,"46 119 99 0008 000",195309.020911963714752,1120,42.373434,-83.426708,1,rooftop,38901,"Amrhein Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1090488,0,489731,1.000000000000000,"25451 MICHIGAN AVE",0,26.000000000000000,1061850,SEMCOG,48125,149900,0,,1995,1935.666959298464690,21,"33 037 01 0134 309",155217.447716350288829,1030,42.295429,-83.287223,1,rooftop,25451,"Michigan Ave",,,"Dearborn Heights",MI,"Wayne County",48125,US,Semcog
,1344803,0,489749,1.000000000000000,"38700 PLYMOUTH RD",0,27.000000000000000,1181737,SEMCOG,48150,123700,0,,1984,1742.779115882621454,31,"46 119 99 0010 004",123846.524554955351050,1120,42.371938,-83.42447,1,rooftop,38700,"Plymouth Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1348426,0,489750,2.000000000000000,"38521 SCHOOLCRAFT RD",0,26.000000000000000,1181678,SEMCOG,48150,110400,0,,1966,1202.352950304237538,23,"46 117 02 0003 000",63093.568863785294525,1120,42.379858,-83.422454,1,rooftop,38521,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1349548,0,489751,2.000000000000000,"39300 SCHOOLCRAFT",0,25.000000000000000,1173215,SEMCOG,48150,15700,0,,1981,357.015445453108214,23,"46 075 99 0006 001",7893.736600115561487,1120,42.382902,-83.429576,1,rooftop,39300,"Schoolcraft Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1344722,0,489755,2.000000000000000,"39000 PLYMOUTH RD",0,25.000000000000000,1181735,SANBORN,48150,98700,0,,1985,958.359168564261722,23,"46 119 99 0010 001",49362.749602865522320,1120,42.372037,-83.42734,1,rooftop,39000,"Plymouth Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1344745,0,489756,1.000000000000000,"39100 PLYMOUTH RD",0,28.000000000000000,1181726,SANBORN,48150,74000,0,,1977,1169.915158953935588,23,"46 119 99 0002 003",75204.450672120088711,1120,42.372161,-83.428326,1,rooftop,39100,"Plymouth Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1235639,0,489762,1.000000000000000,"18600 HAGGERTY RD",0,15.000000000000000,1159465,SEMCOG,48152,75100,0,,0,1771.132196264169124,11,"46 026 99 0002 002",107392.803903080028249,1120,42.41931,-83.430938,1,rooftop,18600,"Haggerty Rd",,,Livonia,MI,"Wayne County",48152,US,Semcog
,1918256,0,489768,1.000000000000000,"12651 MIDDLE BELT RD",0,18.000000000000000,1433077,SEMCOG,48150,18429,0,,2014,669.598427956066871,21,"46 101 99 0008 014",19928.728705486926629,1120,42.377306,-83.334976,1,rooftop,12651,"Middle Belt Rd",,,Livonia,MI,"Wayne County",48150,US,Semcog
,1385926,0,489822,1.000000000000000,"13000 OAKLAND PKWY",0,34.000000000000000,1435431,SEMCOG,48203,141300,0,,1999,1798.851669848355641,33,"43 014 01 0001 303",138866.534274120640475,1100,42.404288,-83.084504,1,range_interpolation,13000,"Oakland Pkwy",,,"Highland Park",MI,"Wayne County",48203,US,"TIGER/Line® dataset from the US Census Bureau"
,1092406,0,489858,1.000000000000000,"2027 S TELEGRAPH RD",0,19.000000000000000,1433499,SEMCOG,48124,34100,0,,1927,789.462802133853415,21,"82 09 281 05 062",28290.235983074395335,1025,42.296386,-83.270742,1,rooftop,2027,"S Telegraph Rd",,,Dearborn,MI,"Wayne County",48124,US,Semcog
"FORD MOTOR COMPANY",1902744,0,489859,1.000000000000000,"3001 MILLER RD",0,48.000000000000000,1046692,SEMCOG,48120,966646,0,,2001,5332.190895853410439,31,"82 10 201 02 001",1033586.390702554141171,1025,42.29306,-83.159635,1,rooftop,3001,"Miller Rd",,,Dearborn,MI,"Wayne County",48120,US,Semcog
,1925891,0,489896,1.000000000000000,"18900 HAGGERTY",0,,1159465,SEMCOG,48152,110700,0,,2018,1375.431612395586399,61,"46 026 99 0002 002",110692.061519730676082,1120,42.165705,-83.442441,0.8,nearest_rooftop_match,18894,"Haggerty Rd",,,Belleville,MI,"Wayne County",48111,US,Semcog
,1925901,0,489906,1.000000000000000,"24241 MICHIGAN AVE",0,,1047836,SEMCOG,48124,9700,0,,2018,432.387731991080727,51,"82 11 204 10 009",9679.947219057632537,1025,42.298889,-83.273896,1,rooftop,24241,"Michigan Ave",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,1100705,0,489913,2.000000000000000,"21502 OAKWOOD BLVD",0,21.000000000000000,1023660,SEMCOG,48124,145400,0,,2018,2190.581097162126298,31,"82 09 234 01 001",137328.472737490606960,1025,42.298852,-83.229313,1,rooftop,21502,"Oakwood Blvd",,,Dearborn,MI,"Wayne County",48124,US,Semcog
,8028841,0,531565,1.000000000000000,"1401 MICHIGAN AVE",0,12.000000000000000,8019265,SANBORN,48216,13422,0,2021-09-01,1965,592.656642485224211,23,06000400-1,13349.414386493705024,515,42.331062,-83.06543,1,rooftop,1401,"Michigan Ave",,,Detroit,MI,"Wayne County",48216,US,Semcog
,3218077,0,710131,1.000000000000000,"22034 DEQUINDRE RD",0,13.000000000000000,3153538,SANBORN,48091,1944,0,,1950,197.973064171752583,31,12-13-31-105-008,1962.188503788465823,3130,42.457851,-83.083422,1,rooftop,22034,"Dequindre Rd",,,Warren,MI,"Macomb County",48091,US,Semcog
,3235471,0,710398,1.000000000000000,"22534 GROESBECK HWY",0,30.000000000000000,3161714,SANBORN,48089,109000,0,,1952,2228.904753326539321,31,12-13-35-202-002,112516.106855383855873,3130,42.461137,-82.992438,1,rooftop,22534,"Groesbeck Hwy",,,Warren,MI,"Macomb County",48089,US,Semcog
,3253055,0,710669,1.000000000000000,"2145 CENTERWOOD DR",0,19.000000000000000,3152134,SANBORN,48091,17500,0,,1988,576.863144142972260,31,12-13-30-151-012,17200.462717904603778,3130,42.470551,-83.08205,1,rooftop,2145,"Centerwood Dr",,,Warren,MI,"Macomb County",48091,US,Semcog
,3346370,0,712301,1.000000000000000,"16440 COMMON RD",0,19.000000000000000,3037462,SANBORN,48066,18000,0,,1970,810.420164474231910,31,08-14-07-402-004,19210.393906216631876,3105,42.515994,-82.95424,1,rooftop,16440,"Common Rd",,,Roseville,MI,"Macomb County",48066,US,Macomb
,3357620,0,712470,1.000000000000000,"31130 FRASER DR",0,15.000000000000000,3022183,SANBORN,48026,3280,0,,1973,270.816855990223075,31,03-14-06-477-022,3393.411792875669107,3040,42.525198,-82.951283,1,rooftop,31130,"Fraser Dr",,,Fraser,MI,"Macomb County",48026,US,Macomb
,3358417,0,712483,1.000000000000000,"18002 E 13 MILE RD",0,11.000000000000000,3038313,SANBORN,48066,2280,0,,1970,202.810934507233867,21,08-14-08-203-038,2481.956608901065010,3105,42.524172,-82.935409,1,range_interpolation,18002,"E 13 Mile Rd",,,Roseville,MI,"Macomb County",48066,US,"TIGER/Line® dataset from the US Census Bureau"
,3363635,0,712567,2.000000000000000,"31469 UTICA RD",0,20.000000000000000,3019879,SANBORN,48026,6000,0,,1970,229.628132511336332,31,03-14-05-351-005,3020.356145719235883,3040,42.52781,-82.94689,1,rooftop,31469,"Utica Rd",,,Fraser,MI,"Macomb County",48026,US,Semcog
